Ada,Aidat,Balkon Durumu,Balkon Metrekare,Balkon SayÄ±sÄ±,Balkon Sayısı,Balkon Tipi,Banyo Metrekare,Banyo SayÄ±sÄ±,Banyo Sayısı,BinanÄ±n Kat SayÄ±sÄ±,BinanÄ±n YaÅŸÄ±,Binanın Kat Sayısı,Binanın Yaşı,BrÃ¼t Metrekare,Brüt Metrekare,BulunduÄŸu Kat,Bulunduğu Kat,EÅŸya Durumu,Eşya Durumu,Fiyat Durumu,GÃ¶rÃ¼ntÃ¼lÃ¼ Gezilebilir mi?,Görüntülü Gezilebilir mi?,IsÄ±tma Tipi,Isıtma Tipi,Kategorisi,Kira Getirisi,Krediye Uygunluk,KullanÄ±m Durumu,Kullanım Durumu,Net Metrekare,Oda SayÄ±sÄ±,Oda Sayısı,Pafta,Parsel,Salon Metrekare,Site Ä°Ã§erisinde,Site İçerisinde,Takas,Tapu Durumu,Tipi,TÃ¼rÃ¼,Türü,WC Metrekare,WC SayÄ±sÄ±,WC Sayısı,YapÄ± Durumu,YapÄ± Tipi,Yapı Durumu,Yapı Tipi,YatÄ±rÄ±ma Uygunluk,Yatırıma Uygunluk,Zemin Etüdü,Ä°lan GÃ¼ncelleme Tarihi,Ä°lan NumarasÄ±,Ä°lan OluÅŸturma Tarihi,Ä°potek Durumu,İlan Güncelleme Tarihi,İlan Numarası,İlan Oluşturma Tarihi,İpotek Durumu,URL,FİYAT,KONUM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/stop-tan-ortaca-nin-en-guzel-dairesi-21-105-m-13456697/,2.500.000 TL,Muğla - Ortaca - Beşköprü Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/merkezde-11-daireler-13455410/,1.700.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-cayli-mahallesi-nde-3-1-daire-13455317/,3.400.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mujgan-emlaktan-icmelerde-denize-150-metre-mesafede-21-satilik-daire-13452474/,10.300.000 TL,Muğla - Marmaris - İçmeler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/kemeralti-mah-hemen-teslim-lux-31-dublex-daireler-13451126/,15.000.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/kemealti-mahallesinde-11-satilik-daire-13436723/,2.650.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/stop-tan-terzialiler-de-satilik-140-m-31-daire-13432377/,2.450.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-koycegiz-yeni-mh-de-1212-m2-icerisinde-3-katli-bina-satliktir-13422601/,12.650.000 TL,Muğla - Köyceğiz - Yeni Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/armutalan-da-satilik-21-cati-dubleks-daire-13420096/,5.600.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mujgan-emlaktan-ortaca-cayli-mah-satilik-21-daireler-13407525/,2.750.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/merkezde-havuzlu-site-icerisinde-satilik-21-dubleks-daire-13401008/,6.750.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/atasoy-emlak-tan-sahilde-denize-sifir-21-esyali-satilik-daire-13400327/,6.500.000 TL,Muğla - Marmaris - Siteler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/marmaris-merkezde-bakimli-ve-masrafsiz-21-esyali-satilik-daire-13393933/,3.300.000 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/uzman-gayrimenkulden-esyali-satilik-11-13393930/,4.000.000 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/marmaris-armutalan-da-onu-acik-ferah-satilik-21-daire-13390215/,7.250.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/akkurt-emlak-tan-ortaca-terzialiler-mahallesinde-satilik-31-daire-13386536/,2.600.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-koycegiz-gelisim-mh-satilik-21-daire-13384580/,3.250.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-bahcelievlerde-dukkan-ustu-2-ad-21-daire-satilik-13378989/,1.900.000 TL,Muğla - Ortaca - Bahçelievler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/bayar-gayrimenkul-den-satilik-yuksek-kredili-luks-31-daire-1814-13371496/,3.400.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/ege-emlak-tan-ortaca-da-sifir-satilik-daire-13370190/,2.900.000 TL,Muğla - Ortaca - Bahçelievler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/koycegiz-gelisim-mahallesinde-satilik-11-daire-13366991/,2.350.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-dalyan-merkezde-satilik-21-esyali-apart-daire-13365341/,3.550.000 TL,Muğla - Ortaca - Dalyan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-bahcelievlerde-dukkan-ustu-2-ad-21-daire-satilik-13365164/,2.500.000 TL,Muğla - Ortaca - Bahçelievler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/denize-sifir-kendine-ait-plaji-olan-31-satilik-daire-13362434/,7.500.000 TL,Muğla - Marmaris - Siteler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/armutalanda-nadide-komsulara-sahip-sitede-31-dubleks-daire-13358733/,7.850.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-da-satilik-dogayla-ic-ice-11-oturuma-hazir-daire-13358429/,1.550.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/vefa-dan-cildir-da-denize-20m-bahce-kati-satilik-21-daire-13354464/,7.250.000 TL,Muğla - Marmaris - Çıldır Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-ataturk-mahallesi-nde-31-satilik-daire-13349032/,2.400.000 TL,Muğla - Ortaca - Atatürk Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/akbulut-gayrimenkulden-bayirda-yuksek-giris-31-satilik-sifir-daire-13348488/,3.050.000 TL,Muğla - Menteşe - Bayır Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/lider-den-mugla-mentese-kotekli-de-satilik-21-daire-13343432/,2.600.000 TL,Muğla - Menteşe - Kötekli Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/havuzlu-site-icerisinde-satilik-daire-13318133/,3.550.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-marmaris-armutalan-da-satilik-31-arakat-duz-daire-13313321/,10.250.000 TL,Muğla - Marmaris - Hatipirimi Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/emirbeyazit-mahallesinde-sahibinden-31-125-metrekare-genis-daire-13309224/,3.200.000 TL,Muğla - Menteşe - Emirbeyazıt Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/cildir-mahallesinde-denize-sadace-50-mt-asansorlu-41-dubleks-13296260/,9.250.000 TL,Muğla - Marmaris - Çıldır Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/cildir-mahallesinde-denize-sadace-50-mt-asansorlu-41-dubleks-13296255/,9.250.000 TL,Muğla - Marmaris - Çıldır Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-cumhuriyet-mah-3-1-135-m2-havuzlu-daire-satilik-13288031/,3.600.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-mentese-bayir-mahallesinde-satilik-dairemiz-13281574/,3.000.000 TL,Muğla - Menteşe - Bayır Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/emirbeyazit-ta-merkezi-konumlu-31-satilik-daire-ofis-klinik-13270377/,3.750.000 TL,Muğla - Menteşe - Emirbeyazıt Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-kogceyiz-satilik-daire-31-13260185/,4.150.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/misirlipro-dan-satilik-acil-satilik-dublex-daireler-13253763/,7.200.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-dalyan-da-yuzme-havuzlu-esyali-90-m2-21-yeni-daire-satilik-13248995/,4.500.000 TL,Muğla - Ortaca - Dalyan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/ortaca-terzialiler-mahallesinde-41-satilik-mustakil-havuzlu-villa-13242415/,12.250.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/marmaris-beldibinde-satilik-21-daire-13239337/,4.000.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/ege-emlak-tan-dalyan-a-yakin-satilik-daire-13236423/,3.000.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/ortaca-merkezde-31-125-m2-daire-ve-50-m2-kis-bahceli-daire-satilik-13236041/,3.500.000 TL,Muğla - Ortaca - Beşköprü Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-mentese-muslihittin-mahallesi-nde-31-satilik-daire-13235145/,6.900.000 TL,Muğla - Menteşe - Muslihittin Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mujgan-emlaktan-marmaris-hatipirimi-mah-satilik-21-daire-13232460/,4.500.000 TL,Muğla - Marmaris - Hatipirimi Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/cittaslow-gayrimenkul-den-koycegiz-de-havuzlu-butik-lux-daireler-13211721/,2.650.000 TL,Muğla - Köyceğiz - Yeni Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-mentese-orhaniye-mah-21-genis-daire-13205156/,3.000.000 TL,Muğla - Menteşe - Orhaniye Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-2-etap-toki-de-arakat-masrafsiz-onu-acik-satilik-daire-13202212/,3.850.000 TL,Muğla - Menteşe - Kötekli Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/cittaslow-gayrimenkul-den-koycegiz-de-havuzlu-butik-lux-daireler-13201177/,2.650.000 TL,Muğla - Köyceğiz - Yeni Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/cittaslow-gayrimenkul-den-koycegiz-de-havuzlu-butik-lux-daireler-13201103/,3.975.000 TL,Muğla - Köyceğiz - Yeni Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/koteklide-satilik-21-daire-13200853/,2.250.000 TL,Muğla - Menteşe - Kötekli Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/uzman-gayrimenkulden-sarianada-satilik-ici-yenilenmis-21-daire-13186105/,5.000.000 TL,Muğla - Marmaris - Sarıana Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/uzman-gayrimenkulden-yatirim-firsati-11-satilik-daire-13186100/,2.300.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-da-13171432/,4.500.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/cittaslow-dan-gelisim-de-180m2-41-acil-satilik-kelepir-daire-13169855/,3.850.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/remax-uzman-dan-armutalanda-satilik-masrafsiz-daire-13136805/,4.650.000 TL,Muğla - Marmaris - Armutalan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/cittaslow-dan-gelisi-de-caddeye-50-m-mesafede-hemen-teslim-11-satilik-buyuk-dubleks-daire-13136136/,2.700.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/cittaslow-dan-gelisim-de-sifir-ayri-mutfakli-31-satilik-dubleks-13136133/,3.550.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/lider-den-mugla-mentese-karamehmet-te-satilik-31-daire-13130312/,4.750.000 TL,Muğla - Menteşe - Karamehmet Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/merkez-migros-karsisinda-satilik-31-dublex-daire-ofis-13103220/,9.500.000 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/marmaris-merkezde-satilik-21-sifir-tadilat-daire-13101631/,4.700.000 TL,Muğla - Marmaris - Tepe Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/molakent-sitesinde-satilik-31-daire-13092311/,5.250.000 TL,Muğla - Marmaris - Çamdibi Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/dalyanda-mustakil-havuzlu-genis-bahceli-villa-13089438/,12.500.000 TL,Muğla - Ortaca - Dalyan Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-cayli-da-11-65-m2-daire-satilik-13088746/,1.500.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/ortaca-cayli-mahallesinde-85-m2-21-daire-satiliktir-13087333/,1.750.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-bayir-mahallesi-nde-ebeveyn-banyolu-21-satilik-daire-13085239/,2.250.000 TL,Muğla - Menteşe - Bayır Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/komisyonsuz-isi-pompali-somineli-mustakil-dubleks-villa-13080358/,9.500.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/ortaca-caylida-21-85-m2-dairemiz-satiliktir-13074250/,1.950.000 TL,Muğla - Ortaca - Çaylı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-mentese-emirbeyazit-mahallesi-nde-satilik-21-daire-13072760/,2.950.000 TL,Muğla - Menteşe - Emirbeyazıt Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/cesur-emlak-tan-31-ortaca-satilik-daire-ref-kodu-4822-13052605/,2.400.000 TL,Muğla - Ortaca - Terzialiler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/lokasyonu-sahane-satilik-ev-13039017/,4.850.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-ortaca-kemaliye-de-1-000-m2-arazide-2-katli-bahceli-evi-satilik-13023971/,17.000.000 TL,Muğla - Ortaca - Kemaliye Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/vefa-dan-siteler-de-31-havuzlu-satilik-dubleks-daire-13020981/,6.200.000 TL,Muğla - Marmaris - Siteler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/vefa-dan-siteler-de-denize-sifir-satilik-duz-daire-12979174/,7.650.000 TL,Muğla - Marmaris - Siteler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-koycegiz-gelisim-mah-de-satilik-dubleks-12979073/,6.750.000 TL,Muğla - Köyceğiz - Gelişim Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-akyaka-mahallesinde-satilik-11-dubleks-daire-12974279/,6.750.000 TL,Muğla - Ula - Akyaka Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mujgan-emlaktan-marmaris-merkezde-denize-200-metre-31-daire-12972020/,11.000.000 TL,Muğla - Marmaris - Kemeraltı Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/marmaris-sitelerde-denize-yakin-sik-31-dubleks-daire-12971796/,5.750.000 TL,Muğla - Marmaris - Siteler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/muslihittin-mahallesinde-satilik-ara-kat-31-daire-12968761/,3.800.000 TL,Muğla - Menteşe - Muslihittin Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/atasoy-emlak-tan-11-satilik-site-icerisinde-daire-12965559/,7.500.000 TL,Muğla - Marmaris - Siteler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/marmaris-camdibin-de-satilik-dubleks-villa-12959172/,6.300.000 TL,Muğla - Marmaris - Çamdibi Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/sogut-koyunde-full-deniz-manzarali-satilik-bahceli-ev-12928137/,5.500.000 TL,Muğla - Marmaris - Söğüt Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/havuzlu-site-icinde-21-on-cephede-cok-ferah-satisa-hazir-12928092/,3.950.000 TL,Muğla - Marmaris - Beldibi Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/siteler-mevkiinde-orman-ve-sehir-manzarali-21-satilik-daire-12928073/,3.500.000 TL,Muğla - Marmaris - Siteler Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/mugla-mentese-muslihittin-mahallesinde-satilik-daire-12903970/,2.800.000 TL,Muğla - Menteşe - Muslihittin Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/lider-den-mugla-mentese-orhaniye-de-satilik-11-ofis-daire-12894546/,3.275.000 TL,Muğla - Menteşe - Orhaniye Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/ortaca-cumhuriyet-mahallesi-cadde-uzerinde-satilik-21-daire-12876424/,2.750.000 TL,Muğla - Ortaca - Cumhuriyet Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/cildir-mahallesinde-denize-100-metre-3-51-dubleks-daire-12871118/,6.500.000 TL,Muğla - Marmaris - Çıldır Mh.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com//ilan/koteklide-acil-satilik-daire-12841248/,2.250.000 TL,Muğla - Menteşe - Kötekli Mh.
